Id,Title,Body,Tags,Type
,You have an error in your SQL syntax check the manual JAVA,"I'm getting this error while trying to run this code You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ''And StatusMembership=Active' at line 1

public boolean checkLenderToIfExists(BorrowedBook borrowedBook) throws SQLException {
    try {
        Statement stmt = con.createStatement();
        ResultSet rs = stmt.executeQuery(""SELECT * FROM library_students.student WHERE StudentID='""+ borrowedBook.getLenderTo()+""'And Permission=1""+""'And StatusMembership='Active'"");
        if (!(rs.next())) {
            return false;
        }
        rs.close();
        return true;
    } catch (SQLException ex) {
        ex.printStackTrace();
        return false;
    }","java
mysql
sql",1
,c# identifier expected?,"I am trying to create a program to copy all the files from one directory to another. But I am running in a basic issue. It says indentifier expected when I try to compile on line 52.

public bool RecursiveCopy()
{
    string origDir = @""D:\Documents and Settings\Dub\My Documents\HoN Updates\test"";
    string destDir = @""C:\Games\HoN"";
    bool status = false;

    //get all the info about the original directory
    var dirInfo = new DirectoryInfo(origDir);

    //retrieve all the _fileNames in the original directory
    var files = dirInfo.GetFiles(origDir);

    //always use a try...catch to deal 
    //with any exceptions that may occur
    try
    {
        //loop through all the file names and copy them
        foreach (string file in Directory.GetFiles(origDir))
        {
            var origFile = new FileInfo(file);
            var destFile = new FileInfo(file.Replace(origDir, destDir));

            //copy the file, use the OverWrite overload to overwrite
            //destination file if it exists

            System.IO.File.Copy(origFile.FullName, destFile.FullName, true);

            //TODO: If you dont want to remove the original
            //_fileNames comment this line out
            File.Delete(origFile.FullName);
            status = true;
        }
        Console.WriteLine(""All files in "" + origDir + "" copied successfully!"");
    }",c#,1
,How to find the array index with a value?,"Say I've got this

imageList = [100,200,300,400,500];
Which gives me

[0]100 [1]200 etc.

Is there any way in JavaScript to return the index with the value?

I.e. I want the index for 200, I get returned 1.","javascript
arrays
indexof",1
,Change iframe src to the result of a form input,"I want to be able to have it so when the user can put whatever website they want in the form input and click submit and have that website load up in the iframe.

My code is:

<body>
<form method=""post"" target=""browser"">
<input style=""width:82%;"" placeholder=""Put the website here"" name=""url"" type=""text"" />
<input style=""width:8%;"" name=""submit"" type=""button"" value=""Go"" />
</form>
<iframe name=""browser"" src=""http://google.com"" style=""height:100%; width:100%""></iframe>
</body>
Kinda like a mini browser, there is more to the website and this won't be used for a practical purpose other than a joke, so I'm not to worried about bad practices.

Preferably not javascript, but it's okay if it is.

Thanks!","html
forms
iframe",1
,What exactly does += do?,I need to know what += does in Python. It's that simple. I also would appreciate links to definitions of other shorthand tools in Python.,"python
operators
compound-assignment",1
,Index of element in NumPy array [duplicate],"In Python we can get the index of a value in an array by using .index().

But with a NumPy array, when I try to do:

decoding.index(i)
I get:

AttributeError: 'numpy.ndarray' object has no attribute 'index'

How could I do this on a NumPy array?","python
arrays
numpy
indexing
indexof",1
,What does `*&` in a function declaration mean?,"I wrote a function along the lines of this:

void myFunc(myStruct *&out) {
    out = new myStruct;
    out->field1 = 1;
    out->field2 = 2;
}
Now in a calling function, I might write something like this:

myStruct *data;
myFunc(data);
which will fill all the fields in data. If I omit the '&' in the declaration, this will not work. (Or rather, it will work only locally in the function but won't change anything in the caller)

Could someone explain to me what this '*&' actually does? It looks weird and I just can't make much sense of it.","c++
pointers
reference",1
,how to get text inside div in puppeteer,"const puppeteer = require(""puppeteer"");

(async function main() {
    try {
        const browser = await puppeteer.launch({headless: false});
        const page = await browser.newPage();
        page.setUserAgent(""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"");

        await page.goto(""https://www.qimai.cn/rank/index/brand/all/genre/6014/device/iphone/country/us/date/2019-03-19"", {waitUntil: 'load', timeout: 0});
        await page.waitForSelector("".container"");
        const sections = await page.$$("".container"");

        const freeButton = await page.$('[href=""/rank/index/brand/free/device/iphone/country/us/genre/6014/date/2019-03-19""]');
        await freeButton.click();


        // free list

        const appTable = await page.waitForSelector("".data-table"");
        const lis = await page.$$("".data-table > tbody > tr > td"");

        // go to app content
        const appInfo = await page.$(""a.icon"");
        // appInfo.click();

        for (const content of lis) {
            const name = await content.$(""div.appname"");
            const gameName = await page.evaluate(name => name.innerText, name);
            console.log(""Game Name: "", gameName);
        }

        console.log(""-- bingo --"");

    } catch (e) {
        console.log(""our error"", e);
    }
})();","javascript
puppeteer",1
,How to sort findAll Doctrine's method?,"I've been reading Doctrine's documentation, but I haven't been able to find a way to sort findAll() Results.

I'm using symfony2 + doctrine, this is the statement that I'm using inside my Controller:

$this->getDoctrine()->getRepository('MyBundle:MyTable')->findAll();

but I want the results to be ordered by ascending usernames.

I've been trying to pass an array as an argument this way:

findAll( array('username' => 'ASC') );

but it doesn't work (it doesn't complain either).

Is there any way to do this without building a DQL query?","symfony
doctrine-orm",1
,Python Code Shortening,"I was trying to solve this problem here :- https://www.spoj.pl/problems/PHIVAL/

The questions asks you to output as many decimal digits of the golden ratio (1+sqrt(5))/2 as possible and also try to minimise the code length.

This is what I have right now. Can this code be made any shorter ?

from decimal import *
getcontext().prec=7050
print(1+Decimal(5).sqrt())/2","python
code-snippets
code-golf",1
,No syntax highlighting in eclipse for java,"There is no syntax highlighting in java files in my eclipse..This happened all of a sudden..Not sure why..

This is how it is looking now..

enter image description here

As mentioned in other posts..i tried to change the color from preferences window and there is nothing when i type java..something really messed up...

enter image description here

AAny suggestions..

Update:

It seems Java plugin is not installed..as per the below screeenshot

enter image description here

And when i try to install java plugin it says new version is already installed as per the below screenshot

enter image description here","java
eclipse
editor",1
